Passage,Harmonic,Arithmetic
Neh.5,4,608
Neh.6.1,3,620
Neh.6.2,4,131
Neh.6.3,7,190
Neh.6.4,13,141
Neh.6.5,7,115
Neh.6.6,4,278
Neh.6.7,5,139
Neh.6.8,4,890
Neh.6.9,5,818
Neh.6.10,4,571
Neh.6.11,3,836
Neh.6.12,2,408
Neh.6.13,4,191
Neh.6.14,3,371
Neh.6.15,2,11
Neh.6.16,8,730
Neh.6.17,4,333
Neh.6.18,5,798
Neh.6.19,3,138
Neh.6,4,437
Neh.7.1,3,113
Neh.7.2,6,1236
Neh.7.3,3,268
Neh.7.4,4,37
Neh.7.5,3,722
Neh.7.6,5,501
Neh.7.7,3,73
Neh.7.8,15,213
Neh.7.9,33,254
Neh.7.10,18,264
Neh.7.11,17,78
Neh.7.12,31,250
Neh.7.13,15,249
Neh.7.14,6,278
Neh.7.15,5,261
Neh.7.16,9,278
Neh.7.17,19,239
Neh.7.18,11,250
Neh.7.19,6,235
Neh.7.20,13,262
Neh.7.21,5,38
Neh.7.22,16,272
Neh.7.23,9,272
Neh.7.24,9,262
Neh.7.25,14,286
Neh.7.26,5,69
Neh.7.27,21,94
Neh.7.28,24,68
Neh.7.29,8,66
Neh.7.30,9,102
Neh.7.31,8,73
Neh.7.32,10,100
Neh.7.33,28,66
Neh.7.34,32,220
Neh.7.35,20,288
Neh.7.36,32,257
Neh.7.37,6,185
Neh.7.38,8,223
Neh.7.39,13,181
Neh.7.40,22,291
Neh.7.41,17,247
Neh.7.42,31,287
Neh.7.43,3,70
Neh.7.44,9,222
Neh.7.45,5,193
Neh.7.46,2,334
Neh.7.47,2,557
Neh.7.48,3,390
Neh.7.49,4,559
Neh.7.50,3,390
Neh.7.51,2,558
Neh.7.52,1,557
Neh.7.53,3,398
Neh.7.54,2,398
Neh.7.55,5,377
Neh.7.56,3,557
Neh.7.57,2,526
Neh.7.58,2,389
Neh.7.59,3,392
Neh.7.60,29,377
Neh.7.61,4,165
Neh.7.62,9,282
Neh.7.63,8,704
Neh.7.64,3,245
Neh.7.65,6,865
Neh.7.66,10,337
Neh.7.67,5,68
Neh.7.68,16,81
Neh.7.69,3,56
Neh.7.70,3,32
Neh.7.71,6,82
Neh.7.72,12,337
Neh.7,5,303
Neh.8.1,20,1429
Neh.8.2,11,146
Neh.8.3,8,565
Neh.8.4,2,319
Neh.8.5,6,435
Neh.8.6,5,732
Neh.8.7,3,512
Neh.8.8,1,30
Neh.8.9,6,871
Neh.8.10,2,528
Neh.8.11,4,458
Neh.8.12,6,554
Neh.8.13,15,516
Neh.8.14,13,1111
Neh.8.15,4,63
Neh.8.16,5,377
Neh.8.17,14,383
Neh.8.18,20,196
Neh.8,5,532
Neh.9.1,6,248
Neh.9.2,2,551
Neh.9.3,4,617
Neh.9.4,4,503
Neh.9.5,3,736
Neh.9.6,5,946
Neh.9.7,4,868
Neh.9.8,6,936
Neh.9.9,6,1066
Neh.9.10,5,383
Neh.9.11,3,22
Neh.9.12,6,868
Neh.9.13,3,83
Neh.9.14,3,293
Neh.9.15,7,943
Neh.9.16,8,1118
Neh.9.17,3,527
Neh.9.18,6,527
Neh.9.19,4,801
Neh.9.20,2,268
Neh.9.21,2,680
Neh.9.22,4,662
Neh.9.23,2,754
Neh.9.24,4,919
Neh.9.25,2,121
Neh.9.26,2,709
Neh.9.27,2,98
Neh.9.28,2,73
Neh.9.29,3,450
Neh.9.30,3,138
Neh.9.31,3,406
Neh.9.32,4,209
Neh.9.33,17,721
Neh.9.34,3,861
Neh.9.35,2,672
Neh.9.36,10,856
Neh.9.37,1,360
Neh.9,3,566
Neh.10.1,2,78
Neh.10.2,2,244
Neh.10.3,2,9
Neh.10.4,5,6
Neh.10.5,2,3
Neh.10.6,2,5
Neh.10.7,2,8
Neh.10.8,2,11
Neh.10.9,2,65
Neh.10.10,2,160
Neh.10.11,3,5
Neh.10.12,2,4
Neh.10.13,1,3
Neh.10.14,1,2
Neh.10.15,4,117
Neh.10.16,1,2
Neh.10.17,1,2
Neh.10.18,2,5
Neh.10.19,1,2
Neh.10.20,1,3
Neh.10.21,1,5
Neh.10.22,2,11
Neh.10.23,1,5
Neh.10.24,2,10
Neh.10.25,1,1
Neh.10.26,1,3
Neh.10.27,2,6
Neh.10.28,2,4
Neh.10.29,7,252
Neh.10.30,4,944
Neh.10.31,3,700
Neh.10.32,3,768
Neh.10.33,6,102
Neh.10.34,2,354
Neh.10.35,4,554
Neh.10.36,6,813
Neh.10.37,3,232
Neh.10.38,3,287
Neh.10.39,5,638
Neh.10.40,10,950
Neh.10,3,403
Neh.11.1,4,149
Neh.11.2,7,120
Neh.11.3,9,476
Neh.11.4,6,225
Neh.11.5,4,515
Neh.11.6,20,390
Neh.11.7,3,433
Neh.11.8,3,69
Neh.11.9,3,488
Neh.11.10,3,160
Neh.11.11,8,424
Neh.11.12,6,325
Neh.11.13,3,333
Neh.11.14,3,162
Neh.11.15,4,364
Neh.11.16,4,431
Neh.11.17,2,264
Neh.11.18,25,411
Neh.11.19,4,24
Neh.11.20,8,475
Neh.11.21,1,491
Neh.11.22,12,265
Neh.11.23,7,636
Neh.11.24,4,361
Neh.11.25,2,78
Neh.11.26,1,3
Neh.11.27,2,27
Neh.11.28,1,1
Neh.11.29,1,4
Neh.11.30,2,94
Neh.11.31,2,59
Neh.11.32,1,3
Neh.11.33,2,9
Neh.11.34,1,1
Neh.11.35,2,4
Neh.11.36,4,167
Neh.11,3,285
Neh.12.1,8,520
Neh.12.2,3,5
Neh.12.3,1,2
Neh.12.4,1,2
Neh.12.5,1,3
Neh.12.6,1,5
Neh.12.7,2,60
Neh.12.8,4,141
Neh.12.9,2,7
Neh.12.10,3,1785
Neh.12.11,4,1646
Neh.12.12,2,27
Neh.12.13,1,5
Neh.12.14,1,5
Neh.12.15,1,1
Neh.12.16,1,5
Neh.12.17,1,2
Neh.12.18,2,3
Neh.12.19,2,2
Neh.12.20,1,1
Neh.12.21,1,3
Neh.12.22,4,274
Neh.12.23,19,477
Neh.12.24,5,163
Neh.12.25,2,5
Neh.12.26,3,239
Neh.12.27,2,388
Neh.12.28,4,156
Neh.12.29,3,303
Neh.12.30,5,913
Neh.12.31,2,480
Neh.12.32,5,80
Neh.12.33,2,8
Neh.12.34,3,155
Neh.12.35,10,405
Neh.12.36,2,97
Neh.12.37,4,113
Neh.12.38,2,95
Neh.12.39,5,93
Neh.12.40,5,73
Neh.12.41,3,10
Neh.12.42,1,3
Neh.12.43,3,213
Neh.12.44,2,452
Neh.12.45,4,47
Neh.12.46,2,137
Neh.12.47,4,171
Neh.12,3,264
Neh.13.1,7,576
Neh.13.2,4,1295
Neh.13.3,4,929
Neh.13.4,5,139
Neh.13.5,4,368
Neh.13.6,10,598
Neh.13.7,3,500
Neh.13.8,3,362
Neh.13.9,4,699
Neh.13.10,3,411
Neh.13.11,3,918
Neh.13.12,4,155
Neh.13.13,3,454
Neh.13.14,4,686
Neh.13.15,2,189
Neh.13.16,2,124
Neh.13.17,9,841
Neh.13.18,10,769
Neh.13.19,4,641
Neh.13.20,2,37
Neh.13.21,4,234
Neh.13.22,5,598
Neh.13.23,3,653
Neh.13.24,2,28
Neh.13.25,2,71
Neh.13.26,7,665
Neh.13.27,2,273
Neh.13.28,3,151
Neh.13.29,3,448
Neh.13.30,2,138
Neh.13.31,2,24
Neh.13,4,480
Neh,4,434
Esth.1.1,5,149
Esth.1.2,6,842
Esth.1.3,10,54
Esth.1.4,5,621
Esth.1.5,5,161
Esth.1.6,2,345
Esth.1.7,3,38
Esth.1.8,3,729
Esth.1.9,12,559
Esth.1.10,2,473
Esth.1.11,6,945
Esth.1.12,4,480
Esth.1.13,4,722
Esth.1.14,1,99
Esth.1.15,5,687
Esth.1.16,8,1184
Esth.1.17,4,813
Esth.1.18,3,769
Esth.1.19,4,547
Esth.1.20,5,301
Esth.1.21,7,278
Esth.1.22,4,668
Esth.1,4,541
Esth.2.1,8,1075
Esth.2.2,3,129
Esth.2.3,5,803
Esth.2.4,6,543
Esth.2.5,17,412
Esth.2.6,3,1042
Esth.2.7,3,476
Esth.2.8,4,723
Esth.2.9,2,476
Esth.2.10,6,1526
Esth.2.11,16,525
Esth.2.12,4,281
Esth.2.13,9,811
Esth.2.14,8,726
Esth.2.15,5,935
Esth.2.16,7,601
Esth.2.17,3,435
Esth.2.18,5,158
Esth.2.19,3,31
Esth.2.20,5,274
Esth.2.21,3,111
Esth.2.22,6,59
Esth.2.23,5,372
Esth.2,5,580
Esth.3.1,8,1102
Esth.3.2,5,846
Esth.3.3,26,633
Esth.3.4,5,525
Esth.3.5,3,396
Esth.3.6,6,980
Esth.3.7,7,145
Esth.3.8,3,224
Esth.3.9,7,665
Esth.3.10,7,602
Esth.3.11,12,325
Esth.3.12,4,521
Esth.3.13,7,590
Esth.3.14,4,61
Esth.3.15,3,70
Esth.3,5,527
Esth.4.1,7,1053
Esth.4.2,12,791
Esth.4.3,4,323
Esth.4.4,2,102
Esth.4.5,4,405
Esth.4.6,11,856
Esth.4.7,4,1009
Esth.4.8,3,888
Esth.4.9,7,130
Esth.4.10,4,64
Esth.4.11,7,1114
Esth.4.12,8,174
Esth.4.13,4,598
Esth.4.14,2,215
Esth.4.15,18,82
Esth.4.16,4,659
Esth.4.17,5,680
Esth.4,4,655
Esth.5.1,17,348
Esth.5.2,3,856
Esth.5.3,14,326
Esth.5.4,52,1022
Esth.5.5,20,1505
Esth.5.6,6,297
Esth.5.7,2,10
Esth.5.8,13,1102
Esth.5.9,8,215
Esth.5.10,7,998
Esth.5.11,8,1234
Esth.5.12,11,849
Esth.5.13,23,868
Esth.5.14,6,288
Esth.5,8,726
Esth.6.1,6,682
Esth.6.2,4,743
Esth.6.3,5,617
Esth.6.4,8,715
Esth.6.5,19,453
Esth.6.6,10,594
Esth.6.7,22,1451
Esth.6.8,4,711
Esth.6.9,4,915
Esth.6.10,6,757
Esth.6.11,8,716
Esth.6.12,6,670
Esth.6.13,4,662
Esth.6.14,3,1051
Esth.6,5,750
Esth.7.1,5,239
Esth.7.2,6,265
Esth.7.3,5,390
Esth.7.4,3,382
Esth.7.5,9,712
Esth.7.6,5,222
Esth.7.7,5,526
Esth.7.8,6,777
Esth.7.9,8,803
Esth.7.10,3,1423
Esth.7,5,591
Esth.8.1,16,598
Esth.8.2,4,1043
Esth.8.3,5,828
Esth.8.4,5,214
Esth.8.5,8,923
Esth.8.6,2,1028
Esth.8.7,6,732
Esth.8.8,3,628
Esth.8.9,4,384
Esth.8.10,4,206
Esth.8.11,5,924
Esth.8.12,14,218
Esth.8.13,3,68
Esth.8.14,2,77
Esth.8.15,2,76
Esth.8.16,1,6
Esth.8.17,5,324
Esth.8,4,539
Esth.9.1,3,609
Esth.9.2,5,549
Esth.9.3,6,802
Esth.9.4,6,325
Esth.9.5,2,51
Esth.9.6,5,53
Esth.9.7,1,219
Esth.9.8,1,219
Esth.9.9,1,219
Esth.9.10,8,794
Esth.9.11,7,166
Esth.9.12,8,233
Esth.9.13,10,703
Esth.9.14,3,326
Esth.9.15,4,802
Esth.9.16,2,874
Esth.9.17,8,104
Esth.9.18,4,340
Esth.9.19,5,288
Esth.9.20,7,1124
Esth.9.21,16,174
Esth.9.22,2,462
Esth.9.23,8,984
Esth.9.24,4,545
Esth.9.25,8,956
Esth.9.26,5,927
Esth.9.27,4,306
Esth.9.28,2,254
Esth.9.29,4,625
Esth.9.30,28,682
Esth.9.31,3,267
Esth.9.32,2,64
Esth.9,4,507
Esth.10.1,3,650
Esth.10.2,4,531
Esth.10.3,4,206
Esth.10,4,425
Esth,5,585
Job.1.1,11,203
Job.1.2,7,168
Job.1.3,6,162
Job.1.4,4,142
Job.1.5,5,400
Job.1.6,15,923
Job.1.7,6,1486
Job.1.8,15,948
Job.1.9,7,1318
Job.1.10,4,502
Job.1.11,9,1007
Job.1.12,38,991
Job.1.13,5,125
Job.1.14,3,609
Job.1.15,5,190
Job.1.16,6,161
Job.1.17,14,286
Job.1.18,7,129
Job.1.19,13,255
Job.1.20,8,1208
Job.1.21,3,777
Job.1.22,7,504
Job.1,7,536
Job.2.1,7,993
Job.2.2,6,1397
Job.2.3,4,706
Job.2.4,43,1206
Job.2.5,5,775
Job.2.6,5,1709
Job.2.7,5,876
Job.2.8,5,170
Job.2.9,2,197
Job.2.10,6,769
Job.2.11,3,250
Job.2.12,4,726
Job.2.13,7,340
Job.2,5,756
Job.3.1,9,1485
Job.3.2,42,60
Job.3.3,2,138
Job.3.4,3,111
Job.3.5,1,46
Job.3.6,4,152
Job.3.7,4,149
Job.3.8,1,38
Job.3.9,2,19
Job.3.10,4,688
Job.3.11,5,22
Job.3.12,1,431
Job.3.13,2,221
Job.3.14,3,82
Job.3.15,10,194
Job.3.16,3,608
Job.3.17,2,72
Job.3.18,2,397
Job.3.19,4,171
Job.3.20,3,39
Job.3.21,1,3
Job.3.22,2,419
Job.3.23,2,687
Job.3.24,2,254
Job.3.25,3,395
Job.3.26,2,503
Job.3,2,293
Job.4.1,6,36
Job.4.2,2,62
Job.4.3,2,97
Job.4.4,1,1
Job.4.5,2,412
Job.4.6,1,18
Job.4.7,4,153
Job.4.8,2,88
Job.4.9,2,10
Job.4.10,2,8
Job.4.11,5,35
Job.4.12,1,21
Job.4.13,2,493
Job.4.14,1,4
Job.4.15,1,498
Job.4.16,3,9
Job.4.17,1,108
Job.4.18,2,382
Job.4.19,2,550
Job.4.20,2,8
Job.4.21,3,195
Job.4,2,165
Job.5.1,1,114
Job.5.2,1,205
Job.5.3,2,16
Job.5.4,2,38
Job.5.5,2,479
Job.5.6,2,904
Job.5.7,1,243
Job.5.8,6,570
Job.5.9,12,206
Job.5.10,6,760
Job.5.11,1,5
Job.5.12,2,12
Job.5.13,1,7
Job.5.14,1,14
Job.5.15,5,7
Job.5.16,2,17
Job.5.17,3,120
Job.5.18,1,521
Job.5.19,2,329
Job.5.20,2,6
Job.5.21,3,373
Job.5.22,1,182
Job.5.23,5,414
Job.5.24,1,526
Job.5.25,3,461
Job.5.26,2,8
Job.5.27,2,122
Job.5,2,275
Job.6.1,42,60
Job.6.2,1,6
Job.6.3,3,599
Job.6.4,2,708
Job.6.5,2,468
Job.6.6,2,91
Job.6.7,2,56
Job.6.8,3,45
Job.6.9,1,32
Job.6.10,3,701
Job.6.11,4,194
Job.6.12,5,124
Job.6.13,2,52
Job.6.14,2,9
Job.6.15,2,5
Job.6.16,1,9
Job.6.17,1,5
Job.6.18,2,8
Job.6.19,2,9
Job.6.20,1,253
Job.6.21,2,228
Job.6.22,1,88
Job.6.23,2,22
Job.6.24,2,42
Job.6.25,2,36
Job.6.26,1,4
Job.6.27,2,1002
Job.6.28,2,196
Job.6.29,3,141
Job.6.30,6,421
Job.6,2,221
Job.7.1,3,26
Job.7.2,1,2
Job.7.3,2,115
Job.7.4,2,74
Job.7.5,2,6
Job.7.6,2,9
Job.7.7,17,642
Job.7.8,6,121
Job.7.9,4,375
Job.7.10,9,565
Job.7.11,3,338
Job.7.12,2,299
Job.7.13,2,219
Job.7.14,1,1
Job.7.15,1,36
Job.7.16,6,621
Job.7.17,3,432
Job.7.18,1,1
Job.7.19,2,483
Job.7.20,3,63
Job.7.21,2,818
Job.7,2,285
Job.8.1,2,29
Job.8.2,4,176
Job.8.3,3,56
Job.8.4,4,273
Job.8.5,3,647
Job.8.6,5,361
Job.8.7,2,79
Job.8.8,2,225
Job.8.9,5,571
Job.8.10,2,66
Job.8.11,1,8
Job.8.12,1,358
Job.8.13,6,396
Job.8.14,1,802
Job.8.15,5,678
Job.8.16,2,227
Job.8.17,2,606
Job.8.18,2,500
Job.8.19,3,116
Job.8.20,4,376
Job.8.21,2,178
Job.8.22,4,20
Job.8,3,322
Job.9.1,42,60
Job.9.2,11,85
Job.9.3,7,197
Job.9.4,4,69
Job.9.5,2,857
Job.9.6,1,74
Job.9.7,2,175
Job.9.8,4,505
Job.9.9,1,4
Job.9.10,8,307
Job.9.11,6,180
Job.9.12,4,102
Job.9.13,3,332
Job.9.14,6,269
Job.9.15,3,1151
Job.9.16,3,360
Job.9.17,1,793
Job.9.18,2,519
Job.9.19,2,213
Job.9.20,2,133
Job.9.21,6,131
Job.9.22,6,546
Job.9.23,2,111
Job.9.24,8,350
Job.9.25,3,332
Job.9.26,2,64
Job.9.27,1,111
Job.9.28,3,831
Job.9.29,3,72
Job.9.30,1,108
Job.9.31,1,24
Job.9.32,6,828
Job.9.33,4,774
Job.9.34,2,14
Job.9.35,3,879
Job.9,3,340
Job.10.1,2,36
Job.10.2,3,845
Job.10.3,3,327
Job.10.4,8,148
Job.10.5,2,117
Job.10.6,1,286
Job.10.7,4,729
Job.10.8,1,32
Job.10.9,2,412
Job.10.10,1,21
Job.10.11,1,6
Job.10.12,3,24
Job.10.13,5,478
Job.10.14,2,555
Job.10.15,3,326
Job.10.16,1,3
Job.10.17,1,6
Job.10.18,2,370
Job.10.19,3,442
Job.10.20,2,28
Job.10.21,11,633
Job.10.22,2,166
Job.10,2,284
Job.11.1,2,34
Job.11.2,3,491
Job.11.3,1,37
Job.11.4,2,42
Job.11.5,5,41
Job.11.6,2,293
Job.11.7,4,231
Job.11.8,3,66
Job.11.9,3,35
Job.11.10,1,134
Job.11.11,13,569
Job.11.12,1,64
Job.11.13,3,236
Job.11.14,2,118
Job.11.15,2,475
Job.11.16,3,491
Job.11.17,1,6
Job.11.18,2,430
Job.11.19,2,43
Job.11.20,2,15
Job.11,2,212
Job.12.1,42,60
Job.12.2,10,455
Job.12.3,10,474
Job.12.4,4,18
Job.12.5,1,6
Job.12.6,2,31
Job.12.7,5,70
Job.12.8,6,97
Job.12.9,37,1156
Job.12.10,47,1128
Job.12.11,5,35
Job.12.12,3,61
Job.12.13,8,186
Job.12.14,3,774
Job.12.15,2,25
Job.12.16,2,175
Job.12.17,1,2
Job.12.18,2,10
Job.12.19,1,3
Job.12.20,2,5
Job.12.21,1,489
Job.12.22,3,14
Job.12.23,1,5
Job.12.24,7,415
Job.12.25,2,212
Job.12,3,283
Job.13.1,4,40
Job.13.2,6,381
Job.13.3,4,852
Job.13.4,1,33
Job.13.5,3,84
Job.13.6,1,73
Job.13.7,2,7
Job.13.8,1,152
Job.13.9,2,275
Job.13.10,4,152
Job.13.11,2,58
Job.13.12,1,3
Job.13.13,6,47
Job.13.14,3,447
Job.13.15,3,418
Job.13.16,20,808
Job.13.17,2,21
Job.13.18,5,365
Job.13.19,9,325
Job.13.20,6,382
Job.13.21,1,13
Job.13.22,3,22
Job.13.23,1,78
Job.13.24,2,20
Job.13.25,1,249
Job.13.26,1,224
Job.13.27,1,599
Job.13.28,1,33
Job.13,2,253
Job.14.1,2,97
Job.14.2,2,181
Job.14.3,4,434
Job.14.4,5,475
Job.14.5,2,205
Job.14.6,1,151
Job.14.7,3,511
Job.14.8,2,132
Job.14.9,2,40
Job.14.10,2,61
Job.14.11,3,40
Job.14.12,5,355
Job.14.13,3,165
Job.14.14,3,414
Job.14.15,1,13
Job.14.16,2,707
Job.14.17,1,570
Job.14.18,2,20
Job.14.19,2,31
Job.14.20,1,7
Job.14.21,4,165
Job.14.22,3,132
Job.14,2,237
Job.15.1,6,36
Job.15.2,2,31
Job.15.3,2,643
Job.15.4,5,158
Job.15.5,1,421
Job.15.6,4,186
Job.15.7,1,57
Job.15.8,2,37
Job.15.9,4,204
Job.15.10,2,117
Job.15.11,3,44
Job.15.12,2,41
Job.15.13,2,631
Job.15.14,3,195
Job.15.15,3,652
Job.15.16,3,334
Job.15.17,1,90
Job.15.18,2,995
Job.15.19,22,326
Job.15.20,3,400
Job.15.21,1,28
Job.15.22,5,379
Job.15.23,10,236
Job.15.24,1,4
Job.15.25,13,693
Job.15.26,1,69
Job.15.27,2,214
Job.15.28,2,743
Job.15.29,2,257
Job.15.30,2,77
Job.15.31,1,440
Job.15.32,1,427
Job.15.33,1,1
Job.15.34,4,189
Job.15.35,2,13
Job.15,2,283
Job.16.1,42,60
Job.16.2,3,15
Job.16.3,1,448
Job.16.4,3,83
Job.16.5,2,7
Job.16.6,2,318
Job.16.7,1,475
Job.16.8,2,67
Job.16.9,1,29
Job.16.10,2,35
Job.16.11,2,531
Job.16.12,1,106
Job.16.13,2,139
Job.16.14,1,477
Job.16.15,1,7
Job.16.16,2,82
Job.16.17,1,1000
Job.16.18,2,121
Job.16.19,2,144
Job.16.20,2,569
Job.16.21,2,113
Job.16.22,4,503
Job.16,2,229
Job.17.1,2,19
Job.17.2,2,477
Job.17.3,2,116
Job.17.4,3,976
Job.17.5,3,11
Job.17.6,1,16
Job.17.7,1,8
Job.17.8,4,884
Job.17.9,2,22
Job.17.10,9,90
Job.17.11,1,6
Job.17.12,24,50
Job.17.13,2,116
Job.17.14,2,26
Job.17.15,3,46
Job.17.16,3,528
Job.17,2,235
Job.18.1,4,35
Job.18.2,1,139
Job.18.3,1,14
Job.18.4,2,19
Job.18.5,2,116
Job.18.6,3,68
Job.18.7,1,1
Job.18.8,2,277
Job.18.9,1,61
Job.18.10,1,27
Job.18.11,1,31
Job.18.12,2,13
Job.18.13,8,22
Job.18.14,1,11
Job.18.15,2,543
Job.18.16,1,8
Job.18.17,6,602
Job.18.18,1,573
Job.18.19,2,543
Job.18.20,1,490
Job.18.21,7,349
Job.18,2,217
Job.19.1,42,60
Job.19.2,1,202
Job.19.3,3,138
Job.19.4,2,15
Job.19.5,2,147
Job.19.6,1,387
Job.19.7,3,195
Job.19.8,1,216
Job.19.9,3,9
Job.19.10,1,26
Job.19.11,1,179
Job.19.12,3,43
Job.19.13,2,30
Job.19.14,1,2
Job.19.15,1,8
Job.19.16,5,172
Job.19.17,2,33
Job.19.18,4,73
Job.19.19,3,325
Job.19.20,1,3
Job.19.21,4,364
Job.19.22,3,414
Job.19.23,3,41
Job.19.24,1,8
Job.19.25,3,464
Job.19.26,1,36
Job.19.27,3,611
Job.19.28,6,466
Job.19.29,3,219
Job.19,2,190
Job.20.1,4,35
Job.20.2,1,35
Job.20.3,2,9
Job.20.4,25,177
Job.20.5,3,380
Job.20.6,2,115
Job.20.7,1,11
Job.20.8,1,173
Job.20.9,3,345
Job.20.10,1,19
Job.20.11,3,499
Job.20.12,2,158
Job.20.13,2,216
Job.20.14,1,3
Job.20.15,2,17
Job.20.16,2,28
Job.20.17,1,76
Job.20.18,1,300
Job.20.19,2,334
Job.20.20,2,1010
Job.20.21,4,833
Job.20.22,2,446
Job.20.23,2,30
Job.20.24,1,10
Job.20.25,2,63
Job.20.26,2,312
Job.20.27,2,37
Job.20.28,2,49
Job.20.29,2,84
Job.20,2,220
Job.21.1,42,60
Job.21.2,3,54
Job.21.3,2,22
Job.21.4,4,363
Job.21.5,4,548
Job.21.6,2,47
Job.21.7,3,88
Job.21.8,8,18
Job.21.9,5,202
Job.21.10,1,299
Job.21.11,1,1
Job.21.12,2,9
Job.21.13,1,7
Job.21.14,5,375
Job.21.15,2,522
Job.21.16,4,348
Job.21.17,5,16
Job.21.18,3,118
Job.21.19,2,68
Job.21.20,2,10
Job.21.21,3,402
Job.21.22,2,34
Job.21.23,2,49
Job.21.24,1,8
Job.21.25,5,69
Job.21.26,5,501
Job.21.27,1,52
Job.21.28,8,349
Job.21.29,1,381
Job.21.30,2,381
Job.21.31,28,433
Job.21.32,2,33
Job.21.33,2,372
Job.21.34,2,7
Job.21,3,208
Job.22.1,3,36
Job.22.2,3,208
Job.22.3,2,513
Job.22.4,2,25
Job.22.5,2,28
Job.22.6,2,211
Job.22.7,2,395
Job.22.8,7,234
Job.22.9,1,3
Job.22.10,2,544
Job.22.11,6,167
Job.22.12,3,349
Job.22.13,1,63
Job.22.14,2,278
Job.22.15,4,704
Job.22.16,2,187
Job.22.17,5,35
Job.22.18,6,69
Job.22.19,4,16
Job.22.20,3,476
Job.22.21,2,77
Job.22.22,4,61
Job.22.23,3,233
Job.22.24,1,493
Job.22.25,2,88
Job.22.26,4,1103
Job.22.27,1,82
Job.22.28,1,93
Job.22.29,2,236
Job.22.30,1,5
Job.22,2,255
Job.23.1,42,60
Job.23.2,3,543
Job.23.3,3,187
Job.23.4,1,30
Job.23.5,2,44
Job.23.6,4,392
Job.23.7,2,85
Job.23.8,4,36
Job.23.9,3,302
Job.23.10,3,238
Job.23.11,2,177
Job.23.12,2,156
Job.23.13,2,37
Job.23.14,2,497
Job.23.15,2,548
Job.23.16,2,17
Job.23.17,3,526
Job.23,2,243
Job.24.1,3,576
Job.24.2,1,2
Job.24.3,2,12
Job.24.4,2,13
Job.24.5,2,110
Job.24.6,1,23
Job.24.7,4,37
Job.24.8,2,9
Job.24.9,2,10
Job.24.10,2,6
Job.24.11,1,26
Job.24.12,1,262
Job.24.13,3,228
Job.24.14,3,15
Job.24.15,3,295
Job.24.16,3,299
Job.24.17,4,497
Job.24.18,3,460
Job.24.19,3,15
Job.24.20,2,106
Job.24.21,3,735
Job.24.22,2,11
Job.24.23,2,623
Job.24.24,1,1
Job.24.25,2,386
Job.24,2,207
Job.25.1,4,35
Job.25.2,2,47
Job.25.3,3,422
Job.25.4,4,87
Job.25.5,4,544
Job.25.6,9,281
Job.25,4,266
Job.26.1,42,60
Job.26.2,3,330
Job.26.3,2,48
Job.26.4,9,879
Job.26.5,2,42
Job.26.6,3,45
Job.26.7,6,809
Job.26.8,2,198
Job.26.9,1,104
Job.26.10,12,526
Job.26.11,1,18
Job.26.12,2,23
Job.26.13,2,37
Job.26.14,3,72
Job.26,3,266
Job.27.1,16,23
Job.27.2,8,53
Job.27.3,5,269
Job.27.4,4,193
Job.27.5,4,435
Job.27.6,2,237
Job.27.7,1,9
Job.27.8,4,904
Job.27.9,5,293
Job.27.10,6,574
Job.27.11,5,944
Job.27.12,4,51
Job.27.13,5,133
Job.27.14,5,379
Job.27.15,2,427
Job.27.16,2,112
Job.27.17,3,9
Job.27.18,2,73
Job.27.19,4,181
Job.27.20,2,11
Job.27.21,1,6
Job.27.22,2,224
Job.27.23,2,63
Job.27,3,280
Job.28.1,3,428
Job.28.2,4,9
Job.28.3,3,87
Job.28.4,2,11
Job.28.5,4,62
Job.28.6,4,64
Job.28.7,2,238
Job.28.8,3,228
Job.28.9,3,40
Job.28.10,2,88
Job.28.11,1,5
Job.28.12,4,48
Job.28.13,5,507
Job.28.14,17,496
Job.28.15,3,487
Job.28.16,1,99
Job.28.17,1,400
Job.28.18,2,376
Job.28.19,2,412
Job.28.20,6,53
Job.28.21,2,64
Job.28.22,2,11
Job.28.23,2,1048
Job.28.24,5,819
Job.28.25,2,35
Job.28.26,3,6
Job.28.27,1,61
Job.28.28,10,272
Job.28,3,245
Job.29.1,16,23
Job.29.2,2,22
Job.29.3,2,10
Job.29.4,3,79
Job.29.5,2,16
Job.29.6,2,8
Job.29.7,2,21
Job.29.8,1,4
Job.29.9,1,6
Job.29.10,1,28
Job.29.11,2,422
Job.29.12,4,204
Job.29.13,4,26
Job.29.14,1,11
Job.29.15,1,16
Job.29.16,2,381
Job.29.17,1,2
Job.29.18,3,83
Job.29.19,1,8
Job.29.20,2,13
Job.29.21,2,21
Job.29.22,1,399
Job.29.23,1,89
Job.29.24,3,660
Job.29.25,1,62
Job.29,2,113
Job.30.1,2,439
Job.30.2,10,95
Job.30.3,1,3
Job.30.4,1,7
Job.30.5,2,116
Job.30.6,2,8
Job.30.7,1,65
Job.30.8,6,288
Job.30.9,3,152
Job.30.10,1,366
Job.30.11,1,205
Job.30.12,3,361
Job.30.13,1,371
Job.30.14,2,42
Job.30.15,1,17
Job.30.16,3,97
Job.30.17,1,373
Job.30.18,1,8
Job.30.19,1,2
Job.30.20,3,203
Job.30.21,1,95
Job.30.22,1,596
Job.30.23,6,244
Job.30.24,2,392
Job.30.25,2,459
Job.30.26,5,414
Job.30.27,2,190
